iter	Logloss
188	0.08506123161
189	0.08500408837
190	0.08493236588
191	0.08487275158
192	0.084576711
193	0.08452737476
194	0.08445361365
195	0.08407611306
196	0.08401251418
197	0.08396564128
198	0.08387355573
199	0.0837840339
200	0.08370123798
201	0.08349394702
202	0.08341747546
203	0.08318789092
204	0.08311223019
205	0.08306938048
206	0.08287885411
207	0.08282423599
208	0.08274303853
209	0.08266740868
210	0.08262166321
211	0.08253281319
212	0.08247980898
213	0.08244670451
214	0.08237576195
215	0.08234279648
216	0.08228427099
217	0.08220870292
218	0.08211565211
219	0.08204484855
220	0.08199023042
221	0.08190400591
222	0.08182599767
223	0.08176056094
224	0.08171467646
225	0.0816788461
226	0.08161623565
227	0.08155263677
228	0.08149618079
229	0.08144438894
230	0.08130055787
231	0.08106936713
232	0.08100787638
233	0.08082283267
234	0.08074778198
235	0.08068323328
236	0.08061968846
237	0.08057569589
238	0.08053107011
239	0.08041925469
240	0.08023929982
241	0.0801508668
242	0.08011992451
243	0.08007846477
244	0.08003883516
245	0.08001045659
246	0.07996590031
247	0.07993049467
248	0.07989088051
249	0.07985005398
250	0.0797187172
251	0.07968323433
252	0.07961839993
253	0.07957734946
254	0.07954797474
255	0.07947950325
256	0.07943152609
257	0.07924360978
258	0.07896897474
259	0.0789220864
260	0.07887225595
261	0.07876798498
262	0.07872713529
263	0.07869524319
264	0.07865054791
265	0.07859914988
266	0.07854074795
267	0.07836318692
268	0.07826144879
269	0.07822079987
270	0.0781817108
271	0.07814359472
272	0.07778005561
273	0.07747151301
274	0.07743367492
275	0.07738141203
276	0.07734738863
277	0.07724084738
278	0.07721740321
279	0.07717963462
280	0.07677248132
281	0.07673234978
282	0.07669570089
283	0.07645520508
284	0.07633679502
285	0.07631165972
286	0.07627294131
287	0.07612772799
288	0.07609338799
289	0.07604785873
290	0.07585460647
291	0.07577608858
292	0.07567069019
293	0.07560252757
294	0.07553906769
295	0.07549567744
296	0.0754531675
297	0.07541656494
298	0.07535511279
299	0.07531475731
300	0.07528334398
301	0.07523749039
302	0.07520283379
303	0.07509898753
304	0.07505599883
305	0.07491004419
306	0.07488805948
307	0.07484803605
308	0.07480436008
309	0.07476666099
310	0.07463059831
311	0.07439634192
312	0.07405065621
313	0.07377724898
314	0.07347349406
315	0.07340953997
316	0.07335403381
317	0.0732858403
318	0.07325441924
319	0.07320845755
320	0.07317149977
321	0.07313357674
322	0.07308428683
323	0.07304267266
324	0.07299918974
325	0.07295969913
326	0.07291580694
327	0.07288366773
328	0.07285966757
329	0.07283331219
330	0.07279021537
331	0.07256474669
332	0.07252926382
333	0.07246261473
334	0.07243290025
335	0.07240129386
336	0.07234913135
337	0.07231445158
338	0.07225103803
339	0.07222404943
340	0.07218734649
341	0.07214951612
342	0.07211381704
343	0.07192800885
344	0.07188285797
345	0.07162378288
346	0.0715763231
347	0.07125537888
348	0.07122479952
349	0.07097270518
350	0.07094326869
351	0.07091909864
352	0.07083778536
353	0.07077701275
354	0.07074251059
355	0.07067064911
356	0.07064828602
357	0.07062271056
358	0.0705515209
359	0.07050876386
360	0.07046789872
361	0.07043996031
362	0.0703985083
363	0.07037209113
364	0.07031490928
365	0.07027219085
366	0.0702425227
367	0.07021115569
368	0.07018168832
369	0.069893864
370	0.06986577887
371	0.06978768569
372	0.06955380768
373	0.06947939792
374	0.06944509653
375	0.06939603057
376	0.06938038567
377	0.06936460951
378	0.0693363931
379	0.06930301064
380	0.06925894857
381	0.06922677075
382	0.06909341851
383	0.06893065294
384	0.06890468366
385	0.06885858296
386	0.06881449001
387	0.06877644342
388	0.06860861218
389	0.06846337569
390	0.06830100395
391	0.06819699554
392	0.06814911877
393	0.06812687924
394	0.06808487124
395	0.06799534941
396	0.06796510982
397	0.06781126323
398	0.06772951752
399	0.06766428156
400	0.06759455909
401	0.06756636585
402	0.06752142346
403	0.06727566893
404	0.06725383867
405	0.06715379939
406	0.06711691111
407	0.06707060964
408	0.06695630772
409	0.06691570514
410	0.06687947323
411	0.06684491702
412	0.06682002882
413	0.0668056349
414	0.06676384312
415	0.06651767931
416	0.06647086819
417	0.06642225783
418	0.06638297571
419	0.0663547902
420	0.06632424173
421	0.06629050405
422	0.06626322202
423	0.06616946078
424	0.06605958359
425	0.06601776864
426	0.06593878742
427	0.06590339722
428	0.06585735058
429	0.06571853885
430	0.06557271548
431	0.0654590931
432	0.0654187994
433	0.06524222679
434	0.0652150297
435	0.06519013378
436	0.06515665093
437	0.06504553822
438	0.06498585442
439	0.06495206269
440	0.06492536753
441	0.06489237117
442	0.06487472627
443	0.06485515857
444	0.06483543643
445	0.0647999999
446	0.0647712082
447	0.0645916626
448	0.06457094818
449	0.06452330694
450	0.06434496984
451	0.06429725137
452	0.06424882248
453	0.06422282231
454	0.06419780669
455	0.06412652437
456	0.06395543442
457	0.06370416247
458	0.06368642104
459	0.06363455583
460	0.06354250116
461	0.06351592184
462	0.06346111066
463	0.06343743483
464	0.06341807562
465	0.0631722207
466	0.06304437429
467	0.06300985668
468	0.06299078706
469	0.06283559297
470	0.06257745998
471	0.06254759877
472	0.06251901171
473	0.06246485691
474	0.06245033171
475	0.06241976394
476	0.06239368269
477	0.06230399097
478	0.06210868465
479	0.06208149142
480	0.06201964544
481	0.06198090773
482	0.06190886478
483	0.06180148955
484	0.06176387154
485	0.06173766287
486	0.06169866261
487	0.06165321057
488	0.06162412543
489	0.06158434524
490	0.06156543778
491	0.06152170004
492	0.06134830892
493	0.06131566005
494	0.0612640072
495	0.06115868217
496	0.06108534191
497	0.06105647299
498	0.06101363487
499	0.06096663842
500	0.06094061508
501	0.06085799677
502	0.06080717403
503	0.06070757877
504	0.06068596859
505	0.06066257075
506	0.06062074036
507	0.06059904523
508	0.06057329216
509	0.06042848039
510	0.06039342996
511	0.06035162273
512	0.06032967664
513	0.06030007413
514	0.06024845602
515	0.0602150195
516	0.06019196916
517	0.06016151336
518	0.06013669852
519	0.06008773294
520	0.0600660687
521	0.06002814567
522	0.05999409911
523	0.05996470123
524	0.05991046921
525	0.05987942653
526	0.05984326799
527	0.05981042221
528	0.05954938958
529	0.05951719632
530	0.05925331425
531	0.05917939869
532	0.05904881095
533	0.0590103551
534	0.05898789549
535	0.05895846672
536	0.05891743556
537	0.05886280199
538	0.05880840008
539	0.0587658052
540	0.05861053003
541	0.05858896232
542	0.05856020537
543	0.05852162597
544	0.05848951764
545	0.05826904899
546	0.05821006018
547	0.0581831295
548	0.05811388966
549	0.05806024837
550	0.05799193131
551	0.05796461067
552	0.05792762586
553	0.0579042705
554	0.05787635525
555	0.05783660209
556	0.05778908054
557	0.05773761301
558	0.05766697934
559	0.05747117108
560	0.05725557505
561	0.05721121568
562	0.05718947422
563	0.05714623455
564	0.05711512237
565	0.05706011042
566	0.05703916048
567	0.05700594018
568	0.05697645736
569	0.05692346086
570	0.05688493551
571	0.056837885
572	0.05681627868
573	0.05675572615
574	0.05655024602
575	0.05650613762
576	0.05645753884
577	0.05642861586
578	0.05640222187
579	0.05633613648
580	0.05629535629
581	0.05624893127
582	0.05622314345
583	0.05617149832
584	0.05614111974
585	0.0561162161
586	0.0560744552
587	0.05604935851
588	0.05602648191
589	0.05600388716
590	0.05594605666
591	0.05587500599
592	0.05582450372
593	0.05579413287
594	0.05575110169
595	0.05552101135
596	0.0554029179
597	0.05535043106
598	0.05532199458
599	0.05528695574
600	0.0552379361
601	0.05520836448
602	0.05518126391
603	0.05513157246
604	0.05508359145
605	0.05504620123
606	0.0549863823
607	0.05496183388
608	0.05492972942
609	0.05490205742
610	0.05481703368
611	0.05479479801
612	0.05475034984
613	0.05469538422
614	0.05466967363
615	0.05464695147
616	0.05459987779
617	0.05457121351
618	0.05454351448
619	0.05451319768
620	0.05446261047
621	0.05443720103
622	0.05413035343
623	0.0540839979
624	0.05382939389
625	0.05379123147
626	0.05371277535
627	0.0536804122
628	0.05365486763
629	0.05362677478
630	0.05360574761
631	0.05357962388
632	0.05352550383
633	0.05348543793
634	0.05345504776
635	0.05326006963
636	0.05321749019
637	0.0531962082
638	0.05314684107
639	0.05309554343
640	0.05306689459
641	0.05304637708
642	0.05298983616
643	0.05295009072
644	0.05282778103
645	0.05280069977
646	0.05277695443
647	0.05253853199
648	0.05249455873
649	0.05246040406
650	0.05241995977
651	0.05239408702
652	0.05236782429
653	0.0523452141
654	0.05226178497
655	0.05219198528
656	0.05214823209
657	0.05210867198
658	0.05205849404
659	0.05201530457
660	0.05199239322
661	0.05197222706
662	0.05195246245
663	0.0519255781
664	0.05190503356
665	0.05187950057
666	0.05185593671
667	0.05166128676
668	0.05145902286
669	0.051426096
670	0.05138228104
671	0.05134494488
672	0.05132489069
673	0.05129628432
674	0.05114125626
675	0.05111170008
676	0.05107060328
677	0.05105129427
678	0.05103144086
679	0.05100475342
680	0.05097863356
681	0.05086028528
682	0.05064857344
683	0.05055359597
684	0.05050347981
685	0.0504611552
686	0.05043161832
687	0.05019683297
688	0.05015460103
689	0.0501143498
690	0.04994797031
691	0.04991925969
692	0.04989303944
693	0.04986737904
694	0.04982234013
695	0.04978946732
696	0.04976250189
697	0.04974332416
698	0.0496514471
699	0.04960024212
700	0.04955959706
701	0.04948624522
702	0.0494603686
703	0.04944175072
704	0.04942308264
705	0.04933908208
706	0.04931710896
707	0.04929875362
708	0.04921122408
709	0.04917852116
710	0.04916052876
711	0.04914045527
712	0.04911092225
713	0.04907221543
714	0.04901892164
715	0.04883576212
716	0.04879856496
717	0.04857777198
718	0.04839031127
719	0.04835392106
720	0.04829466198
721	0.04819508989
722	0.04817702027
723	0.04814980773
724	0.04810264526
725	0.04808541734
726	0.0480574326
727	0.04803972978
728	0.04790764009
729	0.04789040832
730	0.04783155851
731	0.04781419546
732	0.04779720692
733	0.04777483998
734	0.04773190919
735	0.04752795416
736	0.04749076086
737	0.04746141318
738	0.04743063691
739	0.04740094945
740	0.04736493763
741	0.04732022305
742	0.04713746893
743	0.04712034527
744	0.04707126386
745	0.04705458421
746	0.04688135139
747	0.04686128562
748	0.04680618873
749	0.04678942414
750	0.04675413433
751	0.04669479803
752	0.04667138474
753	0.04664045017
754	0.04643535228
755	0.04641861858
756	0.04637661444
757	0.04635984598
758	0.04620516542
759	0.0461691034
760	0.04613321899
761	0.04605404472
762	0.04587701265
763	0.04575661802
764	0.04574000787
765	0.04570523544
766	0.0456285747
767	0.04561238926
768	0.04558381764
769	0.04555200662
770	0.04551335771
771	0.04540859639
772	0.04537388574
773	0.04529610916
774	0.04525992359
775	0.04524390031
776	0.045219182
777	0.04515210434
778	0.04513620462
779	0.04511252492
780	0.04507915404
781	0.04503626959
782	0.04483455009
783	0.04481043796
784	0.04478000147
785	0.04476320213
786	0.04467988883
787	0.04465185775
788	0.04462541742
789	0.04460183039
790	0.04443683701
791	0.0443601338
792	0.04432996371
793	0.04424916395
794	0.04422551514
795	0.04420046864
796	0.04409935986
797	0.04406476503
798	0.04400096538
799	0.04384906861
800	0.04382587155
801	0.04378596009
802	0.04377061249
803	0.04369998654
804	0.04352612051
805	0.04349417435
806	0.04340791895
807	0.04333040106
808	0.04331513069
809	0.04329928116
810	0.04314030327
811	0.04311817185
812	0.04306573134
813	0.04303390874
814	0.04299690077
815	0.042981808
816	0.04295716691
817	0.04294216681
818	0.04292732887
819	0.04291277279
820	0.0428522859
821	0.04282105789
822	0.04278399973
823	0.04275212693
824	0.04272815766
825	0.04271360544
826	0.04256494422
827	0.04241003199
828	0.04239533305
829	0.04238088894
830	0.04234240219
831	0.04227562568
832	0.0422462973
833	0.0421015473
834	0.04206851619
835	0.04204734617
836	0.04203312214
837	0.04196777035
838	0.04182871151
839	0.04180550672
840	0.0417575759
841	0.04173435566
842	0.04170053304
843	0.04166121232
844	0.04164687632
845	0.0414753578
846	0.0414194887
847	0.04140530714
848	0.04139120666
849	0.04137335326
850	0.04135017549
851	0.0413362449
852	0.04130327943
853	0.04128333335
854	0.04113753315
855	0.04112401955
856	0.04111049822
857	0.04109089963
858	0.04107729723
859	0.04102023121
860	0.04092875183
861	0.04078667367
862	0.04076346888
863	0.04073182002
864	0.04071844155
865	0.04055095395
866	0.04053760637
867	0.04045069073
868	0.04043153616
869	0.0404093893
870	0.04038792583
871	0.0403748215
872	0.04034559736
873	0.04018153449
874	0.04016829116
875	0.04008101645
876	0.04004746796
877	0.0399781509
878	0.03995913919
879	0.03993653672
880	0.03988471398
881	0.03973881339
882	0.03972000246
883	0.03969907568
884	0.03968064312
885	0.03966758898
886	0.03958290502
887	0.03956993968
888	0.039557206
889	0.03954461132
890	0.03951904745
891	0.03946007794
892	0.03934520845
893	0.03933260219
894	0.03926585657
895	0.03924445488
896	0.03922897601
897	0.0391444156
898	0.03913183637
899	0.03909267009
900	0.03907506379
901	0.03904628754
902	0.03888550268
903	0.038864962
904	0.03880626663
905	0.03879374531
906	0.03872930473
907	0.03871194168
908	0.03859745829
909	0.03854988654
910	0.0385375853
911	0.03845674306
912	0.03842207102
913	0.03840977364
914	0.03839756892
915	0.03838228697
916	0.0382290234
917	0.03820006181
918	0.03807791428
919	0.03800138481
920	0.03798907585
921	0.03796864714
922	0.03790716797
923	0.0378951563
924	0.03787515617
925	0.03786324103
926	0.03778959962
927	0.03777771151
928	0.03765842113
929	0.03762744023
930	0.03761558301
931	0.03760387251
932	0.03758454033
933	0.0375076209
934	0.03747964774
935	0.03734413332
936	0.03732482817
937	0.03731299412
938	0.03728665031
939	0.03722573485
940	0.03719868448
941	0.03718719791
942	0.03704827035
943	0.03703675289
944	0.03688531945
945	0.03687377883
946	0.03685365901
947	0.03683742724
948	0.03682424568
949	0.03680828419
950	0.03679176284
951	0.03675540739
952	0.03668245323
953	0.03665298585
954	0.0366418352
955	0.03649214308
956	0.03645936294
957	0.03640716954
958	0.0363684743
959	0.03626997172
960	0.03625871681
961	0.03621441922
962	0.0362033149
963	0.03617673557
964	0.03616564283
965	0.0361278588
966	0.03610852662
967	0.03603830994
968	0.03600979237
969	0.03599887724
970	0.03592832079
971	0.03590289591
972	0.03589223561
973	0.03584239357
974	0.03582744753
975	0.03581676406
976	0.03567084031
977	0.03562167009
978	0.03552701309
979	0.03550119439
980	0.03545526358
981	0.03539031334
982	0.03537967234
983	0.03535302737
984	0.03532782257
985	0.03531722791
986	0.03529852122
987	0.0352625094
988	0.03525211937
989	0.03519714603
990	0.03508734607
991	0.03506181694
992	0.03505142305
993	0.03500452698
994	0.03490336028
995	0.03489308222
996	0.03486878862
997	0.03483420924
998	0.03482413195
999	0.03477968378
